1935920;435332;466.9943999999998
2275224;339304;85.58300000000008
2415872;140648;84.5965000000001
2653220;237348;84.23369999999977
3333024;679804;86.07139999999981
1428504;-1904520;86.44970000000012
2182188;753684;78.03859999999986
2876684;694496;76.67939999999999
1691684;-1185000;86.2827000000002
2433748;742064;74.93769999999995
3128240;694492;78.96669999999995
1947808;-1180432;81.94790000000012
2689848;742040;80.86589999999978
3384884;695036;77.73520000000008
4093308;708424;68.92639999999983
2285792;-1807516;83.8476999999998
3032536;746744;75.64869999999974
3727808;695272;84.45569999999952
4436480;708672;75.64040000000023
2603580;-1832900;93.50640000000021
