5086540;3585952;1044.5042999999996
1815040;-3271500;537.9422999999997
2262312;447272;481.77649999999994
9003112;6740800;440.731600000001
3116388;-5886724;534.1316000000006
9845440;6729052;479.28359999999884
3956612;-5888828;465.1188999999995
10686660;6730048;813.5978999999988
8709220;-1977440;451.4850999999999
5073780;-3635440;523.4574000000011
11804856;6731076;495.26720000000023
9842924;-1961932;431.4278000000013
6190400;-3652524;473.1226999999999
12920856;6730456;498.6851000000006
10966992;-1953864;421.1926000000003
6470060;-4496932;442.0860999999986
13200280;6730220;514.205899999999
11213476;-1986804;435.08610000000044
13341904;2128428;419.6931000000004
6751104;-6590800;563.741399999999
