2974280;1162276;509.97659999999996
2731136;-243144;157.7143000000001
2584212;-146924;140.92299999999977
4066708;1482496;113.96229999999969
4328448;261740;119.0628999999999
1683164;-2645284;144.4341000000004
3063384;1380220;112.02679999999964
1787948;-1275436;115.9730999999997
3149132;1361184;113.11149999999998
1746384;-1402748;127.17999999999938
3104696;1358312;126.65100000000075
1745036;-1359660;115.86599999999999
3106684;1361648;109.84760000000006
1763700;-1342984;123.60230000000047
3119740;1356040;110.88389999999981
1758292;-1361448;123.7511000000004
3111832;1353540;99.67240000000038
1751700;-1360132;125.28470000000016
3122056;1370356;112.1805000000004
1766516;-1355540;111.83250000000044
