7961804;1039476;123.27079999999978
5878848;-2082956;84.16500000000042
6820316;941468;74.05659999999989
7732024;911708;67.76499999999987
8634780;902756;71.35860000000002
6089960;-2544820;85.64190000000008
5645548;-444412;71.71419999999989
6556968;911420;69.23079999999982
7481352;924384;63.54809999999998
5700752;-1780600;63.19860000000017
6654712;953960;66.33370000000014
7532204;877492;60.803100000000086
5463160;-2069044;65.83659999999963
6372856;909696;69.22569999999996
7248796;875940;66.46430000000055
5443124;-1805672;65.64189999999962
6354676;911552;69.35129999999936
7234984;880308;66.8773999999994
5453724;-1781260;66.8715000000002
6363500;909776;71.53040000000055
