1585068;-72204;166.3765000000003
3177916;1592848;99.73509999999987
1473212;-1704704;103.41330000000016
2939696;1466484;86.09079999999994
1485632;-1454064;96.83220000000074
2949148;1463516;95.42939999999908
1489308;-1459840;97.52310000000034
2934844;1445536;101.34839999999895
1479332;-1455512;93.40730000000076
4694280;3214948;102.22149999999965
1475752;-3218528;99.0694999999996
4690552;3214800;88.9438999999984
1477564;-3212988;92.16970000000038
4690512;3212948;84.93239999999969
1476136;-3214376;99.72919999999976
4692908;3216772;85.55270000000019
1476820;-3216088;95.16790000000037
4690588;3213768;97.69840000000113
1476472;-3214116;100.20809999999983
4693872;3217400;88.40229999999974
