2042496;385224;802.7275000000009
2173280;130784;699.6072999999997
5591484;3418204;596.236399999998
2441508;-3149976;632.2754999999997
5596384;3154876;639.230599999999
2431108;-3165276;585.8087999999989
5527960;3096852;573.1731999999975
2427344;-3100616;611.7327000000005
5614524;3187180;873.1319999999978
2435060;-3179464;774.663199999999
5584836;3149776;712.4930000000022
2435668;-3149168;665.085500000001
5587420;3151752;644.8722000000016
2435948;-3151472;565.0515999999989
5541576;3105628;581.7917999999991
2436004;-3105572;565.7249000000011
5585860;3149856;581.627800000002
2436124;-3149736;561.8625000000029
5489324;3053200;583.6944999999978
2436340;-3052984;581.0074999999997
