3931720;778560;256.22339999999986
3952624;20904;162.8152
5603328;1650704;127.08660000000009
7397984;1794656;119.66130000000021
4109068;-3288916;132.20290000000023
6470464;2361396;137.05250000000024
6370060;-100404;123.05809999999974
4300756;-2069304;119.22800000000007
5863784;1563028;110.83169999999973
7380944;1517160;105.17929999999978
4322224;-3058720;120.2501000000002
5863724;1541500;107.89149999999972
7370744;1507020;112.39869999999974
4335776;-3034968;111.29179999999997
5878860;1543084;100.0007999999998
7394764;1515904;112.70380000000023
4342392;-3052372;124.1860000000006
5884884;1542492;106.81730000000061
7389920;1505036;113.28729999999996
4356712;-3033208;112.48940000000039
